y
1429.16466012792
4590.28178419592
8532.49812295415
12678.484011103
16663.7686801185
20266.3288414034
23362.4344765043
25896.264014833
27858.2445306527
29269.4066206883
30170.0608901303
30611.6456894087
30650.9257482041
30345.9398107365
29753.2481875923
28926.1419315366
27913.5575710723
26759.503294846
25502.8496219551
24177.3736718084
22811.973843515
21430.9929958056
20054.6045563222
18699.2285016532
17377.9536947766
16100.9503081811
14875.8615148528
13708.1676981403
12601.5194300765
11558.0376424537
10578.5809586812
9662.98121799458
8810.24892463681
8018.75078481916
7286.3617246568
6610.59386776631
5988.70493395035
5417.78843254051
4894.84788983884
4416.85718789115
3980.80891498077
3583.75244650319
3222.82329518697
2895.26509671318
2598.44543376023
2329.86655023709
2087.17186892945
1868.1491002712
1670.73061729851
1492.99167155472
1333.14693608646
1189.54578387445
1060.66664217938
945.110704436328
841.595230595934
748.946623315158
666.093430322497
592.059391857349
525.956625607463
466.979019403263
414.395883496731
367.54589903985
325.831386925013
288.712911052252
255.704221989974
226.367540586155
200.309176095135
177.175469577295
156.649050503151
138.4453924768
122.309652638372
108.013778485579
95.3538654643223
84.1477486280966
74.2328118807319
65.4639987343114
57.7120090822758
50.861667164244
44.8104466492281
39.4671395596583
34.7506565774548
30.5889470974949
26.918028209355
23.6811125845498
20.8278260157039
18.3135060904855
16.098574182788
14.1479736041041
12.430667378031
10.9191896799865
