p_name,name,type,zone,value
mat_lower_08_SFLN2-CU,mat_lower_08,fa_limit,SFLN2-CU,16.227
mat_lower_09_SFLN2-CU,mat_lower_09,fa_limit,SFLN2-CU,11.6876381172839
mat_lower_10_SFLN2-CU,mat_lower_10,fa_limit,SFLN2-CU,5.58186858504401
mat_lower_11_SFLN2-CU,mat_lower_11,fa_limit,SFLN2-CU,-0.320858585858662
mat_lower_12_SFLN2-CU,mat_lower_12,fa_limit,SFLN2-CU,-5.11342105263158
mat_upper_01_SFLN2-CU,mat_upper_01,fa_limit,SFLN2-CU,-3.87605263157895
mat_upper_02_SFLN2-CU,mat_upper_02,fa_limit,SFLN2-CU,-2.16236842105263
mat_upper_03_SFLN2-CU,mat_upper_03,fa_limit,SFLN2-CU,1.85118421052632
mat_upper_04_SFLN2-CU,mat_upper_04,fa_limit,SFLN2-CU,5.40736842105263
mat_upper_05_SFLN2-CU,mat_upper_05,fa_limit,SFLN2-CU,11.4329487179487
mat_upper_06_SFLN2-CU,mat_upper_06,fa_limit,SFLN2-CU,18.0724358974359
mat_upper_07_SFLN2-CU,mat_upper_07,fa_limit,SFLN2-CU,24.188717948718
mat_upper_08_SFLN2-CU,mat_upper_08,fa_limit,SFLN2-CU,23.2523076923077
mat_upper_09_SFLN2-CU,mat_upper_09,fa_limit,SFLN2-CU,17.1769230769231
mat_upper_10_SFLN2-CU,mat_upper_10,fa_limit,SFLN2-CU,9.18934210526316
mat_upper_11_SFLN2-CU,mat_upper_11,fa_limit,SFLN2-CU,0.665789473684211
mat_upper_12_SFLN2-CU,mat_upper_12,fa_limit,SFLN2-CU,-3.77328947368421
mbase_SFLN2-CU,mbase,snow,SFLN2-CU,0
mfmax_SFLN2-CU,mfmax,snow,SFLN2-CU,1.08635857647508
mfmin_SFLN2-CU,mfmin,snow,SFLN2-CU,0.37625453810992
min_flow_SFLN2-CU,min_flow,consuse,SFLN2-CU,0.02
nmf_SFLN2-CU,nmf,snow,SFLN2-CU,0.15
pctim_SFLN2-CU,pctim,sac,SFLN2-CU,0.00174886046158865
peadj_SFLN2-CU,peadj,sac,SFLN2-CU,1
peadj_01_SFLN2-CU,peadj_01,sac,SFLN2-CU,0.2
peadj_02_SFLN2-CU,peadj_02,sac,SFLN2-CU,0.2
peadj_03_SFLN2-CU,peadj_03,sac,SFLN2-CU,0.2
peadj_04_SFLN2-CU,peadj_04,sac,SFLN2-CU,0.2
peadj_05_SFLN2-CU,peadj_05,sac,SFLN2-CU,0
peadj_06_SFLN2-CU,peadj_06,sac,SFLN2-CU,0
peadj_07_SFLN2-CU,peadj_07,sac,SFLN2-CU,0
peadj_08_SFLN2-CU,peadj_08,sac,SFLN2-CU,0
peadj_09_SFLN2-CU,peadj_09,sac,SFLN2-CU,0
peadj_10_SFLN2-CU,peadj_10,sac,SFLN2-CU,0
peadj_11_SFLN2-CU,peadj_11,sac,SFLN2-CU,0.2
peadj_12_SFLN2-CU,peadj_12,sac,SFLN2-CU,0.2
peadj_cu_01_SFLN2-CU,peadj_cu_01,consuse,SFLN2-CU,0
peadj_cu_02_SFLN2-CU,peadj_cu_02,consuse,SFLN2-CU,0
peadj_cu_03_SFLN2-CU,peadj_cu_03,consuse,SFLN2-CU,0
peadj_cu_04_SFLN2-CU,peadj_cu_04,consuse,SFLN2-CU,0
peadj_cu_05_SFLN2-CU,peadj_cu_05,consuse,SFLN2-CU,0.05
peadj_cu_06_SFLN2-CU,peadj_cu_06,consuse,SFLN2-CU,0.12
peadj_cu_07_SFLN2-CU,peadj_cu_07,consuse,SFLN2-CU,0.16
peadj_cu_08_SFLN2-CU,peadj_cu_08,consuse,SFLN2-CU,0.14
peadj_cu_09_SFLN2-CU,peadj_cu_09,consuse,SFLN2-CU,0.12
peadj_cu_10_SFLN2-CU,peadj_cu_10,consuse,SFLN2-CU,0.11
peadj_cu_11_SFLN2-CU,peadj_cu_11,consuse,SFLN2-CU,0
peadj_cu_12_SFLN2-CU,peadj_cu_12,consuse,SFLN2-CU,0
pet_lower_01_SFLN2-CU,pet_lower_01,fa_limit,SFLN2-CU,0.668301146450526
pet_lower_02_SFLN2-CU,pet_lower_02,fa_limit,SFLN2-CU,2.78102056097564
pet_lower_03_SFLN2-CU,pet_lower_03,fa_limit,SFLN2-CU,22.1596759341692
pet_lower_04_SFLN2-CU,pet_lower_04,fa_limit,SFLN2-CU,41.1790975716923
pet_lower_05_SFLN2-CU,pet_lower_05,fa_limit,SFLN2-CU,67.8198657863077
pet_lower_06_SFLN2-CU,pet_lower_06,fa_limit,SFLN2-CU,86.5287920658462
pet_lower_07_SFLN2-CU,pet_lower_07,fa_limit,SFLN2-CU,103.511404590462
pet_lower_08_SFLN2-CU,pet_lower_08,fa_limit,SFLN2-CU,85.3345803904615
pet_lower_09_SFLN2-CU,pet_lower_09,fa_limit,SFLN2-CU,49.7204255584616
pet_lower_10_SFLN2-CU,pet_lower_10,fa_limit,SFLN2-CU,17.7616077388615
pet_lower_11_SFLN2-CU,pet_lower_11,fa_limit,SFLN2-CU,2.92084184436
pet_lower_12_SFLN2-CU,pet_lower_12,fa_limit,SFLN2-CU,0.0323952907951611
pet_upper_01_SFLN2-CU,pet_upper_01,fa_limit,SFLN2-CU,16.5565329723081
pet_upper_02_SFLN2-CU,pet_upper_02,fa_limit,SFLN2-CU,25.0310770485243
pet_upper_03_SFLN2-CU,pet_upper_03,fa_limit,SFLN2-CU,50.8474242438919
pet_upper_04_SFLN2-CU,pet_upper_04,fa_limit,SFLN2-CU,98.0012675012105
pet_upper_05_SFLN2-CU,pet_upper_05,fa_limit,SFLN2-CU,149.460410194526
pet_upper_06_SFLN2-CU,pet_upper_06,fa_limit,SFLN2-CU,189.537019084368
pet_upper_07_SFLN2-CU,pet_upper_07,fa_limit,SFLN2-CU,228.857608410895
pet_upper_08_SFLN2-CU,pet_upper_08,fa_limit,SFLN2-CU,210.225012239
pet_upper_09_SFLN2-CU,pet_upper_09,fa_limit,SFLN2-CU,152.293153710211
pet_upper_10_SFLN2-CU,pet_upper_10,fa_limit,SFLN2-CU,98.5738299364211
pet_upper_11_SFLN2-CU,pet_upper_11,fa_limit,SFLN2-CU,31.2502667517137
pet_upper_12_SFLN2-CU,pet_upper_12,fa_limit,SFLN2-CU,14.9213183341444
pfree_SFLN2-CU,pfree,sac,SFLN2-CU,0.211602838437474
plwhc_SFLN2-CU,plwhc,snow,SFLN2-CU,0.04
ptps_lower_01_SFLN2-CU,ptps_lower_01,fa_limit,SFLN2-CU,0.697481538461539
ptps_lower_02_SFLN2-CU,ptps_lower_02,fa_limit,SFLN2-CU,0.651962307692308
ptps_lower_03_SFLN2-CU,ptps_lower_03,fa_limit,SFLN2-CU,0.463396153846154
ptps_lower_04_SFLN2-CU,ptps_lower_04,fa_limit,SFLN2-CU,0.258856153846154
ptps_lower_05_SFLN2-CU,ptps_lower_05,fa_limit,SFLN2-CU,0.0618784615384615
ptps_lower_06_SFLN2-CU,ptps_lower_06,fa_limit,SFLN2-CU,0.00641307692307692
ptps_lower_07_SFLN2-CU,ptps_lower_07,fa_limit,SFLN2-CU,0
ptps_lower_08_SFLN2-CU,ptps_lower_08,fa_limit,SFLN2-CU,0
ptps_lower_09_SFLN2-CU,ptps_lower_09,fa_limit,SFLN2-CU,0.00785076923076923
ptps_lower_10_SFLN2-CU,ptps_lower_10,fa_limit,SFLN2-CU,0.124893947368421
ptps_lower_11_SFLN2-CU,ptps_lower_11,fa_limit,SFLN2-CU,0.475998157894737
ptps_lower_12_SFLN2-CU,ptps_lower_12,fa_limit,SFLN2-CU,0.697995
ptps_upper_01_SFLN2-CU,ptps_upper_01,fa_limit,SFLN2-CU,0.973294728483287
ptps_upper_02_SFLN2-CU,ptps_upper_02,fa_limit,SFLN2-CU,0.898859461054285
ptps_upper_03_SFLN2-CU,ptps_upper_03,fa_limit,SFLN2-CU,0.782672341696535
ptps_upper_04_SFLN2-CU,ptps_upper_04,fa_limit,SFLN2-CU,0.59037577160494
ptps_upper_05_SFLN2-CU,ptps_upper_05,fa_limit,SFLN2-CU,0.26820516726404
ptps_upper_06_SFLN2-CU,ptps_upper_06,fa_limit,SFLN2-CU,0.0860746604938265
ptps_upper_07_SFLN2-CU,ptps_upper_07,fa_limit,SFLN2-CU,0.0141636499402628
ptps_upper_08_SFLN2-CU,ptps_upper_08,fa_limit,SFLN2-CU,0.0259521804062126
ptps_upper_09_SFLN2-CU,ptps_upper_09,fa_limit,SFLN2-CU,0.148411049382715
ptps_upper_10_SFLN2-CU,ptps_upper_10,fa_limit,SFLN2-CU,0.443344422043012
ptps_upper_11_SFLN2-CU,ptps_upper_11,fa_limit,SFLN2-CU,0.784517361111113
ptps_upper_12_SFLN2-CU,ptps_upper_12,fa_limit,SFLN2-CU,0.972477486559138
pxadj_SFLN2-CU,pxadj,sac,SFLN2-CU,1
rexp_SFLN2-CU,rexp,sac,SFLN2-CU,1.36622976847777
rf_accum_rate_SFLN2-CU,rf_accum_rate,consuse,SFLN2-CU,0.288544725315772
rf_decay_rate_SFLN2-CU,rf_decay_rate,consuse,SFLN2-CU,1e-04
riva_SFLN2-CU,riva,sac,SFLN2-CU,0.00156915071751543
rserv_SFLN2-CU,rserv,sac,SFLN2-CU,0.3
scf_SFLN2-CU,scf,snow,SFLN2-CU,0.830279924529842
si_SFLN2-CU,si,snow,SFLN2-CU,4725.78170213785
side_SFLN2-CU,side,sac,SFLN2-CU,0
tipm_SFLN2-CU,tipm,snow,SFLN2-CU,0.12
uadj_SFLN2-CU,uadj,snow,SFLN2-CU,0.0879200006082633
unit_shape_SFLN2-CU,unit_shape,uh,SFLN2-CU,2.90109352264508
unit_toc_SFLN2-CU,unit_toc,uh,SFLN2-CU,71.75181858
unit_toc_adj_SFLN2-CU,unit_toc_adj,uh,SFLN2-CU,1.24222941514418
uzfwm_SFLN2-CU,uzfwm,sac,SFLN2-CU,77.1635242127765
uzk_SFLN2-CU,uzk,sac,SFLN2-CU,0.35269065994257
uztwm_SFLN2-CU,uztwm,sac,SFLN2-CU,106.02783164511
zone_area_SFLN2-CU,zone_area,uh,SFLN2-CU,74
zperc_SFLN2-CU,zperc,sac,SFLN2-CU,194.117579260321
