year,month,day,hour,sim_flow_cfs,flow_cfs
1985,2,14,12,89.68963736510825,NA
1985,2,14,18,102.46221841732067,NA
1985,2,15,0,117.48242604035963,NA
1985,2,15,6,118.33146445353844,NA
1985,2,15,12,111.58010831558771,NA
1985,2,15,18,121.04894019573965,NA
1985,2,16,0,132.27204598926429,NA
1985,2,16,6,130.28492922214662,NA
1985,2,16,12,121.70493304058633,NA
1985,2,16,18,121.70834344807172,NA
1985,2,17,0,126.06068026538932,NA
1985,2,17,6,124.3257309695193,NA
1985,2,17,12,118.83931372996202,NA
1985,2,17,18,125.28747320492506,NA
1985,2,18,0,132.8273659155148,NA
1985,2,18,6,131.49696898578682,NA
1985,2,18,12,125.27873040720037,NA
1985,2,18,18,123.87612060874315,NA
1985,2,19,0,126.20084572399749,NA
1985,2,19,6,124.95011646547314,NA
1985,2,19,12,120.92930181288813,NA
1985,2,19,18,120.71751686290429,NA
1985,2,20,0,125.85214378425161,NA
1985,2,20,6,133.18153946778665,NA
1985,2,20,12,137.14644667576133,NA
1985,2,20,18,134.54296613348166,NA
1985,2,21,0,128.76285697483473,NA
1985,2,21,6,123.48967923127697,NA
1985,2,21,12,119.57400252471767,NA
1985,2,21,18,116.94421236165458,NA
1985,2,22,0,115.07511519081346,NA
1985,2,22,6,113.92172901860143,NA
1985,2,22,12,120.9938948667819,NA
1985,2,22,18,136.6295757473809,NA
1985,2,23,0,145.54401794301222,NA
1985,2,23,6,143.45287207065272,NA
1985,2,23,12,136.61194502720875,NA
1985,2,23,18,135.2930117820983,NA
1985,2,24,0,136.54349355374399,NA
1985,2,24,6,134.5144564482367,NA
1985,2,24,12,130.3703727842995,NA
1985,2,24,18,133.77790128627325,NA
1985,2,25,0,138.67098776234891,NA
1985,2,25,6,139.38432414793192,NA
1985,2,25,12,135.96887212119583,NA
1985,2,25,18,132.043737730861,NA
1985,2,26,0,130.02109388333668,NA
1985,2,26,6,128.03907602086304,NA
1985,2,26,12,125.71831381236996,NA
1985,2,26,18,123.68530849563128,NA
1985,2,27,0,121.99403784072486,NA
1985,2,27,6,120.82809578813132,NA
1985,2,27,12,119.89654406591362,NA
1985,2,27,18,119.12464491699097,NA
1985,2,28,0,118.29881219706951,NA
1985,2,28,6,117.69077239010294,NA
1985,2,28,12,117.11780408239949,NA
1985,2,28,18,116.56871307110454,NA
1985,3,1,0,115.88144367567048,NA
1985,3,1,6,115.35750284607465,NA
1985,3,1,12,114.84101523770593,NA
1985,3,1,18,114.34457158808694,NA
1985,3,2,0,113.7670996452066,NA
1985,3,2,6,113.31915559694524,NA
1985,3,2,12,112.81690448676844,NA
1985,3,2,18,112.2941206927625,NA
1985,3,3,0,111.6299927168355,NA
1985,3,3,6,111.12870480103444,NA
1985,3,3,12,110.6420807681453,NA
1985,3,3,18,110.16712634725812,NA
1985,3,4,0,109.55623245752712,NA
1985,3,4,6,109.09800405004098,NA
1985,3,4,12,108.64617637700387,NA
1985,3,4,18,108.19978928634856,NA
1985,3,5,0,107.61590690771216,NA
1985,3,5,6,107.17981431749641,NA
1985,3,5,12,106.74869330096607,NA
1985,3,5,18,106.32217323040994,NA
1985,3,6,0,105.75998451866717,NA
1985,3,6,6,105.34284385920972,NA
1985,3,6,12,104.9304191748495,NA
1985,3,6,18,104.52234438977902,NA
1985,3,7,0,103.98058153692648,NA
1985,3,7,6,103.5814278958346,NA
1985,3,7,12,103.18675361296948,NA
1985,3,7,18,102.79626517409952,NA
1985,3,8,0,102.28704779804241,NA
1985,3,8,6,101.90457890026788,NA
1985,3,8,12,101.52072054437927,NA
1985,3,8,18,101.14283834727142,NA
1985,3,9,0,100.6373099633141,NA
1985,3,9,6,100.27097431292202,NA
1985,3,9,12,99.90925346784886,NA
1985,3,9,18,99.5736154384112,NA
1985,3,10,0,99.2035438995781,NA
1985,3,10,6,99.1336743244822,NA
1985,3,10,12,106.14597566412185,NA
1985,3,10,18,124.60131876701129,NA
1985,3,11,0,135.72189660124042,NA
1985,3,11,6,133.77866938713794,NA
1985,3,11,12,126.21428960880338,NA
1985,3,11,18,120.12747799057846,NA
1985,3,12,0,117.83255599142106,NA
1985,3,12,6,115.48585098016987,NA
1985,3,12,12,112.51884456024005,NA
1985,3,12,18,111.81868277307079,NA
1985,3,13,0,113.36758996375764,NA
1985,3,13,6,113.18148765071221,NA
1985,3,13,12,111.32931566317541,NA
1985,3,13,18,114.31830142363475,NA
1985,3,14,0,118.34108284078631,NA
1985,3,14,6,118.19640249640739,NA
1985,3,14,12,115.36041917107289,NA
1985,3,14,18,114.79522425871515,NA
1985,3,15,0,115.6153440417446,NA
1985,3,15,6,114.69404846637723,NA
1985,3,15,12,112.5437732075904,NA
1985,3,15,18,112.9227395054699,NA
1985,3,16,0,114.32381898777179,NA
1985,3,16,6,114.30877215322468,NA
1985,3,16,12,113.52392936042882,NA
1985,3,16,18,116.53133354099481,NA
1985,3,17,0,120.95955559906857,NA
1985,3,17,6,121.52450828127726,NA
1985,3,17,12,121.59142672338055,NA
1985,3,17,18,128.29209777020606,NA
1985,3,18,0,134.83846468163316,NA
1985,3,18,6,136.2456027159459,NA
1985,3,18,12,137.43424136019775,NA
1985,3,18,18,142.29054779724927,NA
1985,3,19,0,147.0908706572024,NA
1985,3,19,6,147.36658093146022,NA
1985,3,19,12,148.6849460530891,NA
1985,3,19,18,154.37348262993757,NA
1985,3,20,0,160.27389741207935,NA
1985,3,20,6,161.55453589537603,NA
1985,3,20,12,164.08169436324917,NA
1985,3,20,18,168.8272196320026,NA
1985,3,21,0,174.76576628596916,NA
1985,3,21,6,176.45614432801142,NA
1985,3,21,12,178.8053127914414,NA
1985,3,21,18,181.1716748177248,NA
1985,3,22,0,184.68405052701485,NA
1985,3,22,6,184.97236172134697,NA
1985,3,22,12,184.41188436396266,NA
1985,3,22,18,183.28211836186446,NA
1985,3,23,0,183.9234129138896,NA
1985,3,23,6,182.32401344298458,NA
1985,3,23,12,180.73011981386264,NA
1985,3,23,18,179.23824997825346,NA
1985,3,24,0,179.79870688294213,NA
1985,3,24,6,178.3300169421713,NA
1985,3,24,12,177.07988823550886,NA
1985,3,24,18,176.03158437287232,NA
1985,3,25,0,176.92813648566573,NA
1985,3,25,6,175.6256782989122,NA
