year,month,day,hour,flow_cfs,Source
1996,11,28,18,55.4,USGS_13105000
1996,11,29,0,53.5,USGS_13105000
1996,11,29,6,47.1,USGS_13105000
1996,11,29,12,47.1,USGS_13105000
1996,11,29,18,56.4,USGS_13105000
1996,11,30,0,48.9,USGS_13105000
1996,11,30,6,38.6,USGS_13105000
1996,11,30,12,42.7,USGS_13105000
1996,11,30,18,56.4,USGS_13105000
1996,12,1,0,67.6,USGS_13105000
1996,12,1,6,51.6,USGS_13105000
1996,12,1,12,54.4,USGS_13105000
1996,12,1,18,64.5,USGS_13105000
1996,12,2,0,52.5,USGS_13105000
1996,12,2,6,42.7,USGS_13105000
1996,12,2,12,39.4,USGS_13105000
1996,12,2,18,64.5,USGS_13105000
1996,12,3,0,44.4,USGS_13105000
1996,12,3,6,33.9,USGS_13105000
1996,12,3,12,27.5,USGS_13105000
1996,12,3,18,31,USGS_13105000
1996,12,4,0,48,USGS_13105000
1996,12,4,6,28.9,USGS_13105000
1996,12,4,12,23.6,USGS_13105000
1996,12,4,18,27.5,USGS_13105000
1996,12,5,0,34.7,USGS_13105000
1996,12,5,6,60.4,USGS_13105000
1996,12,5,12,56.4,USGS_13105000
1996,12,5,18,56.4,USGS_13105000
1996,12,6,0,54.4,USGS_13105000
1996,12,6,6,53.5,USGS_13105000
1996,12,6,12,53.5,USGS_13105000
1996,12,6,18,61.4,USGS_13105000
1996,12,7,0,58.3,USGS_13105000
1996,12,7,6,43.6,USGS_13105000
1996,12,7,12,53.5,USGS_13105000
1996,12,7,18,62.4,USGS_13105000
1996,12,8,0,63.4,USGS_13105000
1996,12,8,6,56.4,USGS_13105000
1996,12,8,12,52.5,USGS_13105000
1996,12,8,18,59.3,USGS_13105000
1996,12,9,0,58.3,USGS_13105000
1996,12,9,6,58.3,USGS_13105000
1996,12,9,12,58.3,USGS_13105000
1996,12,9,18,63.4,USGS_13105000
1996,12,10,0,64.5,USGS_13105000
1996,12,10,6,66.6,USGS_13105000
1996,12,10,12,60.4,USGS_13105000
1996,12,10,18,62.4,USGS_13105000
1996,12,11,0,64.5,USGS_13105000
1996,12,11,6,63.4,USGS_13105000
1996,12,11,12,64.5,USGS_13105000
1996,12,11,18,66.6,USGS_13105000
1996,12,12,0,69.8,USGS_13105000
1996,12,12,6,70.9,USGS_13105000
1996,12,12,12,72,USGS_13105000
1996,12,12,18,74.2,USGS_13105000
1996,12,13,0,73.1,USGS_13105000
1996,12,13,6,73.1,USGS_13105000
1996,12,13,12,74.2,USGS_13105000
1996,12,13,18,75.3,USGS_13105000
1996,12,14,0,75.3,USGS_13105000
1996,12,14,6,64.5,USGS_13105000
1996,12,14,12,65.5,USGS_13105000
1996,12,14,18,70.9,USGS_13105000
1996,12,15,0,64.5,USGS_13105000
1996,12,15,6,43.6,USGS_13105000
1996,12,15,12,41,USGS_13105000
1996,12,15,18,63.4,USGS_13105000
1996,12,16,0,73.1,USGS_13105000
1996,12,16,6,62.4,USGS_13105000
1996,12,16,12,60.4,USGS_13105000
1996,12,16,18,73.1,USGS_13105000
1996,12,17,0,48,USGS_13105000
1996,12,17,6,40.2,USGS_13105000
1996,12,17,12,31.7,USGS_13105000
1996,12,17,18,73.1,USGS_13105000
1996,12,18,0,55.4,USGS_13105000
1996,12,18,6,45.3,USGS_13105000
1996,12,18,12,31.7,USGS_13105000
1996,12,18,18,30.3,USGS_13105000
1996,12,19,0,33.2,USGS_13105000
1996,12,19,6,39.4,USGS_13105000
1996,12,19,12,41.9,USGS_13105000
1996,12,19,18,59.3,USGS_13105000
1996,12,20,0,50.7,USGS_13105000
1996,12,20,6,56.4,USGS_13105000
1996,12,20,12,51.6,USGS_13105000
1996,12,20,18,59.3,USGS_13105000
1996,12,21,0,65.5,USGS_13105000
1996,12,21,6,62.4,USGS_13105000
1996,12,21,12,58.3,USGS_13105000
1996,12,21,18,61.4,USGS_13105000
1996,12,22,0,62.4,USGS_13105000
1996,12,22,6,60.4,USGS_13105000
1996,12,22,12,52.5,USGS_13105000
1996,12,22,18,59.3,USGS_13105000
1996,12,23,0,60.4,USGS_13105000
1996,12,23,6,58.3,USGS_13105000
1996,12,23,12,57.4,USGS_13105000
1996,12,23,18,64.5,USGS_13105000
1996,12,24,0,64.5,USGS_13105000
1996,12,24,6,56.4,USGS_13105000
1996,12,24,12,53.5,USGS_13105000
1996,12,24,18,74.2,USGS_13105000
1996,12,25,0,64.5,USGS_13105000
1996,12,25,6,54.4,USGS_13105000
1996,12,25,12,55.4,USGS_13105000
1996,12,25,18,69.8,USGS_13105000
1996,12,26,0,66.6,USGS_13105000
1996,12,26,6,65.5,USGS_13105000
1996,12,26,12,63.4,USGS_13105000
1996,12,26,18,70.9,USGS_13105000
1996,12,27,0,76.5,USGS_13105000
1996,12,27,6,78.8,USGS_13105000
1996,12,27,12,76.5,USGS_13105000
1996,12,27,18,82.3,USGS_13105000
1996,12,28,0,78.8,USGS_13105000
1996,12,28,6,76.5,USGS_13105000
1996,12,28,12,74.2,USGS_13105000
1996,12,28,18,75.3,USGS_13105000
1996,12,29,0,73.1,USGS_13105000
1996,12,29,6,73.1,USGS_13105000
1996,12,29,12,74.2,USGS_13105000
1996,12,29,18,78.8,USGS_13105000
1996,12,30,0,84.6,USGS_13105000
1996,12,30,6,84.6,USGS_13105000
1996,12,30,12,84.6,USGS_13105000
1996,12,30,18,87.1,USGS_13105000
1996,12,31,0,85.9,USGS_13105000
1996,12,31,6,88.3,USGS_13105000
1996,12,31,12,88.3,USGS_13105000
1996,12,31,18,90.8,USGS_13105000
1997,1,1,0,93.2,USGS_13105000
1997,1,1,6,95.8,USGS_13105000
1997,1,1,12,99.6,USGS_13105000
1997,1,1,18,114,USGS_13105000
1997,1,2,0,119,USGS_13105000
1997,1,2,6,136,USGS_13105000
1997,1,2,12,165,USGS_13105000
1997,1,2,18,210,USGS_13105000
1997,1,3,0,279,USGS_13105000
1997,1,3,6,348,USGS_13105000
1997,1,3,12,442,USGS_13105000
1997,1,3,18,456,USGS_13105000
1997,1,4,0,418,USGS_13105000
1997,1,4,6,363,USGS_13105000
1997,1,4,12,339,USGS_13105000
1997,1,4,18,313,USGS_13105000
1997,1,5,0,306,USGS_13105000
1997,1,5,6,294,USGS_13105000
1997,1,5,12,288,USGS_13105000
1997,1,5,18,294,USGS_13105000
1997,1,6,0,251,USGS_13105000
1997,1,6,6,219,USGS_13105000
1997,1,6,12,200,USGS_13105000
1997,1,6,18,210,USGS_13105000
1997,1,7,0,197,USGS_13105000
1997,1,7,6,165,USGS_13105000
1997,1,7,12,144,USGS_13105000
1997,1,7,18,162,USGS_13105000
1997,1,8,0,172,USGS_13105000
1997,1,8,6,167,USGS_13105000
1997,1,8,12,179,USGS_13105000
1997,1,8,18,186,USGS_13105000
1997,1,9,0,180,USGS_13105000
1997,1,9,6,188,USGS_13105000
1997,1,9,12,175,USGS_13105000
1997,1,9,18,173,USGS_13105000
1997,1,10,0,170,USGS_13105000
1997,1,10,6,168,USGS_13105000
1997,1,10,12,163,USGS_13105000
1997,1,10,18,162,USGS_13105000
1997,1,11,0,157,USGS_13105000
1997,1,11,6,162,USGS_13105000
1997,1,11,12,153,USGS_13105000
1997,1,11,18,149,USGS_13105000
1997,1,12,0,150,USGS_13105000
1997,1,12,6,142,USGS_13105000
1997,1,12,12,117,USGS_13105000
1997,1,12,18,120,USGS_13105000
1997,1,13,0,99.6,USGS_13105000
1997,1,13,6,83.5,USGS_13105000
1997,1,13,12,75.3,USGS_13105000
1997,1,13,18,87.1,USGS_13105000
1997,1,14,0,81.1,USGS_13105000
1997,1,14,6,79.9,USGS_13105000
1997,1,14,12,78.8,USGS_13105000
1997,1,14,18,94.5,USGS_13105000
1997,1,15,0,97.1,USGS_13105000
1997,1,15,6,84.6,USGS_13105000
1997,1,15,12,73.1,USGS_13105000
1997,1,15,18,92,USGS_13105000
1997,1,16,0,94.5,USGS_13105000
1997,1,16,6,84.6,USGS_13105000
1997,1,16,12,70.9,USGS_13105000
1997,1,16,18,89.5,USGS_13105000
1997,1,17,0,84.6,USGS_13105000
1997,1,17,6,77.6,USGS_13105000
1997,1,17,12,66.6,USGS_13105000
1997,1,17,18,89.5,USGS_13105000
1997,1,18,0,94.5,USGS_13105000
1997,1,18,6,87.1,USGS_13105000
1997,1,18,12,75.3,USGS_13105000
1997,1,18,18,98.3,USGS_13105000
1997,1,19,0,98.3,USGS_13105000
1997,1,19,6,74.2,USGS_13105000
1997,1,19,12,77.6,USGS_13105000
1997,1,19,18,105,USGS_13105000
1997,1,20,0,99.6,USGS_13105000
1997,1,20,6,70.9,USGS_13105000
1997,1,20,12,78.8,USGS_13105000
1997,1,20,18,108,USGS_13105000
1997,1,21,0,95.8,USGS_13105000
1997,1,21,6,88.3,USGS_13105000
1997,1,21,12,84.6,USGS_13105000
1997,1,21,18,95.8,USGS_13105000
1997,1,22,0,93.2,USGS_13105000
1997,1,22,6,89.5,USGS_13105000
1997,1,22,12,88.3,USGS_13105000
1997,1,22,18,92,USGS_13105000
1997,1,23,0,90.8,USGS_13105000
1997,1,23,6,87.1,USGS_13105000
1997,1,23,12,72,USGS_13105000
1997,1,23,18,89.5,USGS_13105000
1997,1,24,0,87.1,USGS_13105000
1997,1,24,6,54.4,USGS_13105000
1997,1,24,12,54.4,USGS_13105000
1997,1,24,18,73.1,USGS_13105000
1997,1,25,0,76.5,USGS_13105000
1997,1,25,6,66.6,USGS_13105000
1997,1,25,12,59.3,USGS_13105000
1997,1,25,18,87.1,USGS_13105000
1997,1,26,0,105,USGS_13105000
1997,1,26,6,97.1,USGS_13105000
1997,1,26,12,93.2,USGS_13105000
1997,1,26,18,104,USGS_13105000
1997,1,27,0,99.6,USGS_13105000
1997,1,27,6,97.1,USGS_13105000
1997,1,27,12,95.8,USGS_13105000
1997,1,27,18,98.3,USGS_13105000
1997,1,28,0,99.6,USGS_13105000
1997,1,28,6,99.6,USGS_13105000
1997,1,28,12,97.1,USGS_13105000
1997,1,28,18,102,USGS_13105000
1997,1,29,0,104,USGS_13105000
1997,1,29,6,97.1,USGS_13105000
1997,1,29,12,95.8,USGS_13105000
1997,1,29,18,97.1,USGS_13105000
1997,1,30,0,97.1,USGS_13105000
1997,1,30,6,95.8,USGS_13105000
1997,1,30,12,94.5,USGS_13105000
1997,1,30,18,93.2,USGS_13105000
1997,1,31,0,92,USGS_13105000
1997,1,31,6,88.3,USGS_13105000
1997,1,31,12,89.5,USGS_13105000
1997,1,31,18,90.8,USGS_13105000
1997,2,1,0,92,USGS_13105000
1997,2,1,6,97.1,USGS_13105000
1997,2,1,12,104,USGS_13105000
1997,2,1,18,108,USGS_13105000
1997,2,2,0,106,USGS_13105000
1997,2,2,6,108,USGS_13105000
1997,2,2,12,108,USGS_13105000
1997,2,2,18,113,USGS_13105000
1997,2,3,0,112,USGS_13105000
1997,2,3,6,109,USGS_13105000
1997,2,3,12,108,USGS_13105000
1997,2,3,18,108,USGS_13105000
1997,2,4,0,105,USGS_13105000
1997,2,4,6,102,USGS_13105000
1997,2,4,12,98.3,USGS_13105000
1997,2,4,18,97.1,USGS_13105000
1997,2,5,0,101,USGS_13105000
1997,2,5,6,101,USGS_13105000
1997,2,5,12,98.3,USGS_13105000
1997,2,5,18,94.5,USGS_13105000
1997,2,6,0,95.8,USGS_13105000
1997,2,6,6,81.1,USGS_13105000
1997,2,6,12,76.5,USGS_13105000
1997,2,6,18,81.1,USGS_13105000
1997,2,7,0,97.1,USGS_13105000
1997,2,7,6,57.4,USGS_13105000
1997,2,7,12,57.4,USGS_13105000
1997,2,7,18,88.3,USGS_13105000
1997,2,8,0,89.5,USGS_13105000
1997,2,8,6,59.3,USGS_13105000
1997,2,8,12,58.3,USGS_13105000
1997,2,8,18,102,USGS_13105000
1997,2,9,0,97.1,USGS_13105000
1997,2,9,6,76.5,USGS_13105000
1997,2,9,12,75.3,USGS_13105000
1997,2,9,18,92,USGS_13105000
1997,2,10,0,95.8,USGS_13105000
1997,2,10,6,82.3,USGS_13105000
1997,2,10,12,84.6,USGS_13105000
1997,2,10,18,82.3,USGS_13105000
1997,2,11,0,82.3,USGS_13105000
1997,2,11,6,84.6,USGS_13105000
1997,2,11,12,84.6,USGS_13105000
1997,2,11,18,83.5,USGS_13105000
1997,2,12,0,84.6,USGS_13105000
1997,2,12,6,87.1,USGS_13105000
1997,2,12,12,82.3,USGS_13105000
1997,2,12,18,81.1,USGS_13105000
1997,2,13,0,85.9,USGS_13105000
1997,2,13,6,87.1,USGS_13105000
1997,2,13,12,87.1,USGS_13105000
1997,2,13,18,75.3,USGS_13105000
1997,2,14,0,77.6,USGS_13105000
1997,2,14,6,84.6,USGS_13105000
1997,2,14,12,79.9,USGS_13105000
1997,2,14,18,79.9,USGS_13105000
1997,2,15,0,77.6,USGS_13105000
1997,2,15,6,81.1,USGS_13105000
1997,2,15,12,83.5,USGS_13105000
1997,2,15,18,82.3,USGS_13105000
1997,2,16,0,82.3,USGS_13105000
1997,2,16,6,85.9,USGS_13105000
1997,2,16,12,97.1,USGS_13105000
1997,2,16,18,98.3,USGS_13105000
1997,2,17,0,92,USGS_13105000
1997,2,17,6,94.5,USGS_13105000
1997,2,17,12,105,USGS_13105000
1997,2,17,18,99.6,USGS_13105000
1997,2,18,0,102,USGS_13105000
1997,2,18,6,105,USGS_13105000
1997,2,18,12,109,USGS_13105000
1997,2,18,18,120,USGS_13105000
1997,2,19,0,120,USGS_13105000
1997,2,19,6,120,USGS_13105000
1997,2,19,12,128,USGS_13105000
1997,2,19,18,115,USGS_13105000
1997,2,20,0,115,USGS_13105000
1997,2,20,6,115,USGS_13105000
1997,2,20,12,118,USGS_13105000
1997,2,20,18,112,USGS_13105000
1997,2,21,0,114,USGS_13105000
1997,2,21,6,122,USGS_13105000
1997,2,21,12,129,USGS_13105000
1997,2,21,18,112,USGS_13105000
1997,2,22,0,104,USGS_13105000
1997,2,22,6,113,USGS_13105000
1997,2,22,12,117,USGS_13105000
1997,2,22,18,95.7,USGS_13105000
1997,2,23,0,91.8,USGS_13105000
1997,2,23,6,93,USGS_13105000
1997,2,23,12,102,USGS_13105000
1997,2,23,18,81.9,USGS_13105000
1997,2,24,0,90.3,USGS_13105000
1997,2,24,6,96.5,USGS_13105000
1997,2,24,12,96.4,USGS_13105000
1997,2,24,18,82.8,USGS_13105000
1997,2,25,0,86.3,USGS_13105000
1997,2,25,6,94.9,USGS_13105000
1997,2,25,12,91,USGS_13105000
1997,2,25,18,74.4,USGS_13105000
1997,2,26,0,87.2,USGS_13105000
1997,2,26,6,90.8,USGS_13105000
1997,2,26,12,97,USGS_13105000
1997,2,26,18,85.7,USGS_13105000
1997,2,27,0,88.1,USGS_13105000
1997,2,27,6,99.3,USGS_13105000
1997,2,27,12,105,USGS_13105000
1997,2,27,18,100,USGS_13105000
1997,2,28,0,97.8,USGS_13105000
1997,2,28,6,99,USGS_13105000
1997,2,28,12,100,USGS_13105000
1997,2,28,18,95,USGS_13105000
1997,3,1,0,89.9,USGS_13105000
1997,3,1,6,88.6,USGS_13105000
1997,3,1,12,97.3,USGS_13105000
1997,3,1,18,80.1,USGS_13105000
1997,3,2,0,80,USGS_13105000
1997,3,2,6,84.7,USGS_13105000
1997,3,2,12,90.7,USGS_13105000
1997,3,2,18,78.6,USGS_13105000
1997,3,3,0,80.9,USGS_13105000
1997,3,3,6,86.8,USGS_13105000
1997,3,3,12,90.4,USGS_13105000
1997,3,3,18,91.5,USGS_13105000
1997,3,4,0,86.5,USGS_13105000
1997,3,4,6,87.7,USGS_13105000
1997,3,4,12,93.8,USGS_13105000
1997,3,4,18,83.9,USGS_13105000
1997,3,5,0,81.4,USGS_13105000
1997,3,5,6,82.5,USGS_13105000
1997,3,5,12,89.7,USGS_13105000
1997,3,5,18,78.9,USGS_13105000
1997,3,6,0,76.5,USGS_13105000
1997,3,6,6,76.4,USGS_13105000
1997,3,6,12,88.2,USGS_13105000
1997,3,6,18,74,USGS_13105000
1997,3,7,0,76.2,USGS_13105000
1997,3,7,6,78.4,USGS_13105000
1997,3,7,12,100,USGS_13105000
1997,3,7,18,87.8,USGS_13105000
1997,3,8,0,86.5,USGS_13105000
1997,3,8,6,95.1,USGS_13105000
1997,3,8,12,128,USGS_13105000
1997,3,8,18,111,USGS_13105000
1997,3,9,0,105,USGS_13105000
1997,3,9,6,113,USGS_13105000
1997,3,9,12,106,USGS_13105000
1997,3,9,18,99.7,USGS_13105000
1997,3,10,0,108,USGS_13105000
1997,3,10,6,108,USGS_13105000
1997,3,10,12,143,USGS_13105000
1997,3,10,18,113,USGS_13105000
1997,3,11,0,154,USGS_13105000
1997,3,11,6,137,USGS_13105000
1997,3,11,12,186,USGS_13105000
1997,3,11,18,213,USGS_13105000
1997,3,12,0,303,USGS_13105000
1997,3,12,6,218,USGS_13105000
1997,3,12,12,189,USGS_13105000
1997,3,12,18,210,USGS_13105000
1997,3,13,0,243,USGS_13105000
1997,3,13,6,205,USGS_13105000
1997,3,13,12,183,USGS_13105000
1997,3,13,18,183,USGS_13105000
1997,3,14,0,221,USGS_13105000
1997,3,14,6,188,USGS_13105000
1997,3,14,12,176,USGS_13105000
1997,3,14,18,169,USGS_13105000
1997,3,15,0,166,USGS_13105000
1997,3,15,6,161,USGS_13105000
1997,3,15,12,164,USGS_13105000
1997,3,15,18,155,USGS_13105000
1997,3,16,0,162,USGS_13105000
1997,3,16,6,163,USGS_13105000
1997,3,16,12,167,USGS_13105000
1997,3,16,18,168,USGS_13105000
1997,3,17,0,218,USGS_13105000
1997,3,17,6,207,USGS_13105000
1997,3,17,12,200,USGS_13105000
1997,3,17,18,209,USGS_13105000
1997,3,18,0,244,USGS_13105000
1997,3,18,6,242,USGS_13105000
1997,3,18,12,250,USGS_13105000
1997,3,18,18,247,USGS_13105000
1997,3,19,0,258,USGS_13105000
1997,3,19,6,285,USGS_13105000
1997,3,19,12,290,USGS_13105000
1997,3,19,18,299,USGS_13105000
1997,3,20,0,310,USGS_13105000
1997,3,20,6,353,USGS_13105000
1997,3,20,12,372,USGS_13105000
1997,3,20,18,419,USGS_13105000
1997,3,21,0,435,USGS_13105000
1997,3,21,6,449,USGS_13105000
1997,3,21,12,463,USGS_13105000
1997,3,21,18,491,USGS_13105000
1997,3,22,0,506,USGS_13105000
1997,3,22,6,512,USGS_13105000
1997,3,22,12,536,USGS_13105000
1997,3,22,18,570,USGS_13105000
1997,3,23,0,598,USGS_13105000
1997,3,23,6,621,USGS_13105000
1997,3,23,12,624,USGS_13105000
1997,3,23,18,634,USGS_13105000
1997,3,24,0,657,USGS_13105000
1997,3,24,6,674,USGS_13105000
1997,3,24,12,657,USGS_13105000
1997,3,24,18,654,USGS_13105000
1997,3,25,0,702,USGS_13105000
1997,3,25,6,695,USGS_13105000
1997,3,25,12,685,USGS_13105000
1997,3,25,18,688,USGS_13105000
1997,3,26,0,678,USGS_13105000
1997,3,26,6,637,USGS_13105000
1997,3,26,12,644,USGS_13105000
1997,3,26,18,661,USGS_13105000
1997,3,27,0,661,USGS_13105000
1997,3,27,6,637,USGS_13105000
1997,3,27,12,647,USGS_13105000
1997,3,27,18,705,USGS_13105000
1997,3,28,0,766,USGS_13105000
1997,3,28,6,777,USGS_13105000
1997,3,28,12,755,USGS_13105000
1997,3,28,18,752,USGS_13105000
1997,3,29,0,737,USGS_13105000
1997,3,29,6,698,USGS_13105000
1997,3,29,12,667,USGS_13105000
1997,3,29,18,641,USGS_13105000
1997,3,30,0,608,USGS_13105000
1997,3,30,6,572,USGS_13105000
1997,3,30,12,579,USGS_13105000
1997,3,30,18,576,USGS_13105000
1997,3,31,0,551,USGS_13105000
1997,3,31,6,529,USGS_13105000
1997,3,31,12,532,USGS_13105000
1997,3,31,18,551,USGS_13105000
1997,4,1,0,576,USGS_13105000
1997,4,1,6,560,USGS_13105000
1997,4,1,12,541,USGS_13105000
1997,4,1,18,523,USGS_13105000
1997,4,2,0,493,USGS_13105000
1997,4,2,6,476,USGS_13105000
1997,4,2,12,488,USGS_13105000
1997,4,2,18,468,USGS_13105000
1997,4,3,0,434,USGS_13105000
1997,4,3,6,431,USGS_13105000
1997,4,3,12,462,USGS_13105000
1997,4,3,18,451,USGS_13105000
1997,4,4,0,437,USGS_13105000
1997,4,4,6,412,USGS_13105000
1997,4,4,12,451,USGS_13105000
1997,4,4,18,442,USGS_13105000
1997,4,5,0,434,USGS_13105000
1997,4,5,6,418,USGS_13105000
1997,4,5,12,407,USGS_13105000
1997,4,5,18,402,USGS_13105000
1997,4,6,0,381,USGS_13105000
1997,4,6,6,371,USGS_13105000
1997,4,6,12,397,USGS_13105000
1997,4,6,18,391,USGS_13105000
1997,4,7,0,366,USGS_13105000
1997,4,7,6,346,USGS_13105000
1997,4,7,12,384,USGS_13105000
1997,4,7,18,391,USGS_13105000
1997,4,8,0,376,USGS_13105000
1997,4,8,6,368,USGS_13105000
1997,4,8,12,368,USGS_13105000
1997,4,8,18,368,USGS_13105000
1997,4,9,0,361,USGS_13105000
1997,4,9,6,358,USGS_13105000
1997,4,9,12,361,USGS_13105000
1997,4,9,18,363,USGS_13105000
1997,4,10,0,361,USGS_13105000
1997,4,10,6,361,USGS_13105000
1997,4,10,12,351,USGS_13105000
1997,4,10,18,346,USGS_13105000
1997,4,11,0,341,USGS_13105000
1997,4,11,6,336,USGS_13105000
1997,4,11,12,334,USGS_13105000
1997,4,11,18,339,USGS_13105000
1997,4,12,0,334,USGS_13105000
1997,4,12,6,327,USGS_13105000
1997,4,12,12,327,USGS_13105000
1997,4,12,18,322,USGS_13105000
1997,4,13,0,310,USGS_13105000
1997,4,13,6,301,USGS_13105000
1997,4,13,12,317,USGS_13105000
1997,4,13,18,324,USGS_13105000
1997,4,14,0,322,USGS_13105000
1997,4,14,6,315,USGS_13105000
1997,4,14,12,320,USGS_13105000
1997,4,14,18,315,USGS_13105000
1997,4,15,0,329,USGS_13105000
1997,4,15,6,329,USGS_13105000
1997,4,15,12,334,USGS_13105000
1997,4,15,18,336,USGS_13105000
1997,4,16,0,341,USGS_13105000
1997,4,16,6,351,USGS_13105000
1997,4,16,12,351,USGS_13105000
1997,4,16,18,358,USGS_13105000
1997,4,17,0,384,USGS_13105000
1997,4,17,6,397,USGS_13105000
1997,4,17,12,402,USGS_13105000
1997,4,17,18,415,USGS_13105000
1997,4,18,0,456,USGS_13105000
1997,4,18,6,473,USGS_13105000
1997,4,18,12,485,USGS_13105000
1997,4,18,18,505,USGS_13105000
1997,4,19,0,544,USGS_13105000
1997,4,19,6,563,USGS_13105000
1997,4,19,12,572,USGS_13105000
1997,4,19,18,588,USGS_13105000
1997,4,20,0,631,USGS_13105000
1997,4,20,6,634,USGS_13105000
1997,4,20,12,647,USGS_13105000
1997,4,20,18,688,USGS_13105000
1997,4,21,0,720,USGS_13105000
1997,4,21,6,745,USGS_13105000
1997,4,21,12,770,USGS_13105000
1997,4,21,18,785,USGS_13105000
1997,4,22,0,811,USGS_13105000
1997,4,22,6,807,USGS_13105000
1997,4,22,12,803,USGS_13105000
1997,4,22,18,800,USGS_13105000
1997,4,23,0,807,USGS_13105000
1997,4,23,6,800,USGS_13105000
1997,4,23,12,788,USGS_13105000
1997,4,23,18,788,USGS_13105000
1997,4,24,0,818,USGS_13105000
1997,4,24,6,837,USGS_13105000
1997,4,24,12,841,USGS_13105000
1997,4,24,18,868,USGS_13105000
1997,4,25,0,860,USGS_13105000
1997,4,25,6,841,USGS_13105000
1997,4,25,12,826,USGS_13105000
1997,4,25,18,841,USGS_13105000
1997,4,26,0,833,USGS_13105000
1997,4,26,6,803,USGS_13105000
1997,4,26,12,763,USGS_13105000
1997,4,26,18,763,USGS_13105000
1997,4,27,0,777,USGS_13105000
1997,4,27,6,774,USGS_13105000
1997,4,27,12,766,USGS_13105000
1997,4,27,18,755,USGS_13105000
1997,4,28,0,774,USGS_13105000
1997,4,28,6,774,USGS_13105000
1997,4,28,12,774,USGS_13105000
1997,4,28,18,781,USGS_13105000
1997,4,29,0,800,USGS_13105000
1997,4,29,6,803,USGS_13105000
1997,4,29,12,807,USGS_13105000
1997,4,29,18,811,USGS_13105000
1997,4,30,0,826,USGS_13105000
1997,4,30,6,849,USGS_13105000
1997,4,30,12,841,USGS_13105000
1997,4,30,18,841,USGS_13105000
1997,5,1,0,833,USGS_13105000
1997,5,1,6,833,USGS_13105000
1997,5,1,12,822,USGS_13105000
1997,5,1,18,826,USGS_13105000
1997,5,2,0,830,USGS_13105000
1997,5,2,6,837,USGS_13105000
1997,5,2,12,830,USGS_13105000
1997,5,2,18,803,USGS_13105000
1997,5,3,0,785,USGS_13105000
1997,5,3,6,766,USGS_13105000
1997,5,3,12,752,USGS_13105000
1997,5,3,18,730,USGS_13105000
1997,5,4,0,705,USGS_13105000
1997,5,4,6,695,USGS_13105000
1997,5,4,12,671,USGS_13105000
1997,5,4,18,674,USGS_13105000
1997,5,5,0,678,USGS_13105000
1997,5,5,6,671,USGS_13105000
1997,5,5,12,644,USGS_13105000
1997,5,5,18,657,USGS_13105000
1997,5,6,0,681,USGS_13105000
1997,5,6,6,695,USGS_13105000
1997,5,6,12,698,USGS_13105000
1997,5,6,18,709,USGS_13105000
1997,5,7,0,741,USGS_13105000
1997,5,7,6,745,USGS_13105000
1997,5,7,12,737,USGS_13105000
1997,5,7,18,752,USGS_13105000
1997,5,8,0,763,USGS_13105000
1997,5,8,6,777,USGS_13105000
1997,5,8,12,777,USGS_13105000
1997,5,8,18,788,USGS_13105000
1997,5,9,0,807,USGS_13105000
1997,5,9,6,815,USGS_13105000
1997,5,9,12,826,USGS_13105000
1997,5,9,18,818,USGS_13105000
1997,5,10,0,833,USGS_13105000
1997,5,10,6,833,USGS_13105000
1997,5,10,12,837,USGS_13105000
1997,5,10,18,822,USGS_13105000
1997,5,11,0,833,USGS_13105000
1997,5,11,6,841,USGS_13105000
1997,5,11,12,833,USGS_13105000
1997,5,11,18,826,USGS_13105000
1997,5,12,0,826,USGS_13105000
1997,5,12,6,853,USGS_13105000
1997,5,12,12,849,USGS_13105000
1997,5,12,18,845,USGS_13105000
1997,5,13,0,860,USGS_13105000
1997,5,13,6,880,USGS_13105000
1997,5,13,12,841,USGS_13105000
1997,5,13,18,853,USGS_13105000
1997,5,14,0,857,USGS_13105000
1997,5,14,6,884,USGS_13105000
1997,5,14,12,908,USGS_13105000
1997,5,14,18,915,USGS_13105000
1997,5,15,0,904,USGS_13105000
1997,5,15,6,924,USGS_13105000
1997,5,15,12,915,USGS_13105000
1997,5,15,18,928,USGS_13105000
1997,5,16,0,932,USGS_13105000
1997,5,16,6,928,USGS_13105000
1997,5,16,12,919,USGS_13105000
1997,5,16,18,904,USGS_13105000
1997,5,17,0,911,USGS_13105000
1997,5,17,6,928,USGS_13105000
1997,5,17,12,915,USGS_13105000
1997,5,17,18,908,USGS_13105000
1997,5,18,0,911,USGS_13105000
1997,5,18,6,924,USGS_13105000
1997,5,18,12,919,USGS_13105000
1997,5,18,18,892,USGS_13105000
1997,5,19,0,888,USGS_13105000
1997,5,19,6,911,USGS_13105000
1997,5,19,12,904,USGS_13105000
1997,5,19,18,884,USGS_13105000
1997,5,20,0,880,USGS_13105000
1997,5,20,6,896,USGS_13105000
1997,5,20,12,880,USGS_13105000
1997,5,20,18,876,USGS_13105000
1997,5,21,0,868,USGS_13105000
1997,5,21,6,864,USGS_13105000
1997,5,21,12,857,USGS_13105000
1997,5,21,18,785,USGS_13105000
1997,5,22,0,781,USGS_13105000
1997,5,22,6,763,USGS_13105000
1997,5,22,12,730,USGS_13105000
1997,5,22,18,695,USGS_13105000
1997,5,23,0,685,USGS_13105000
1997,5,23,6,695,USGS_13105000
1997,5,23,12,671,USGS_13105000
1997,5,23,18,654,USGS_13105000
