year,month,day,hour,MFNW1,NFNW1,NSSW1
2000,3,8,6,215.7127388742924,285.27225006103515,556.645695539856
2000,3,8,12,212.13876969451906,281.6854156093121,539.7251012706757
2000,3,8,18,207.67529493856432,282.1235421087742,524.2890987627983
2000,3,9,0,202.48700355887414,277.8471694950104,513.4163273865701
2000,3,9,6,199.84127048602105,277.30202885518077,503.6230937775612
2000,3,9,12,196.66572059202196,275.21889883971215,493.9160776978493
2000,3,9,18,195.91650373392108,273.62133180418016,484.254831001854
2000,3,10,0,196.4370757457733,274.94278383426666,477.9755679286957
2000,3,10,6,192.8380327571869,275.8103140440941,469.6786462763787
2000,3,10,12,187.99058688735963,274.7856725943565,457.9881891994477
2000,3,10,18,183.64756408200265,272.2298785496235,447.6531996622086
2000,3,11,0,184.54205410909654,271.2249391524792,439.60896946392063
2000,3,11,6,193.42454770746232,273.5705274514675,453.54866001510624
2000,3,11,12,209.56347566952707,278.4403528323174,518.3289079054832
2000,3,11,18,214.40152517580987,281.6331967502594,576.8670740322113
2000,3,12,0,217.5003549402237,280.9762259127617,554.1500011752129
2000,3,12,6,219.00528864984514,279.71266760644914,551.9640500203133
2000,3,12,12,202.12158942103386,276.8417249170304,535.093232902813
2000,3,12,18,195.93671096735002,274.21946591367725,507.04592969064714
2000,3,13,0,195.08969109945298,269.58774910006525,492.5029185067177
2000,3,13,6,191.32730630731584,270.0079585192204,479.8446359847069
2000,3,13,12,186.28802643480302,266.36769277443886,465.32617658939364
2000,3,13,18,184.41890786070826,262.57787666292194,454.12288223171237
2000,3,14,0,204.44668421745303,265.22536102933884,497.4132425512314
2000,3,14,6,440.5603260137558,280.4725101014614,967.9392791614533
2000,3,14,12,628.0127269174576,351.7536775763512,1539.1772915348054
2000,3,14,18,386.0482490754128,374.21320924329757,1287.7120124301912
2000,3,15,0,315.6255017159462,352.2095527625084,1069.6998756246567
2000,3,15,6,258.19379949498176,332.23426469459537,920.8736687778473
2000,3,15,12,248.65910059833527,317.2127799017906,811.2356865070343
2000,3,15,18,270.90884750356673,308.5870865615845,748.1495120311738
2000,3,16,0,260.170454229641,304.61057245254517,708.2858269990921
2000,3,16,6,262.09505849885943,301.27115873479846,704.617877344513
2000,3,16,12,290.1252865987778,303.7161329435349,768.2295746044159
2000,3,16,18,341.23342138729095,322.29311413688663,910.4166275506974
2000,3,17,0,350.10820255823137,351.52156382169727,959.1426663051606
2000,3,17,6,313.9637261961937,360.15887632112504,875.1444300983429
2000,3,17,12,287.8858873114586,343.51252788829805,794.0937556743622
2000,3,17,18,273.0565059511185,330.9535639185906,758.0548284282685
2000,3,18,0,273.8852887908459,324.66322054576875,774.6233453336716
2000,3,18,6,286.37950541677475,322.9593129443169,807.171877149582
2000,3,18,12,295.8323144999504,318.66157118120196,857.4337330020905
2000,3,18,18,385.6721587825775,327.1865314627648,1187.6902484035493
2000,3,19,0,539.2132183691979,371.0243057358742,1761.2099268608094
2000,3,19,6,532.8884216633797,437.8720230358124,1779.2970173583985
2000,3,19,12,406.68970227203374,415.2664604286194,1361.5764557872774
2000,3,19,18,356.1035876804352,378.7199274787903,1175.4571934303285
2000,3,20,0,325.71433347129823,362.4273740245819,1055.5021387025834
2000,3,20,6,305.62143930482864,353.49304887247087,976.5548352062226
2000,3,20,12,288.6719823705673,341.27774258594513,899.9828919994354
2000,3,20,18,276.15338234963417,333.45986708078385,835.8096357225419
2000,3,21,0,264.4847827635288,328.11387508354187,791.1575772996903
2000,3,21,6,255.04399698424342,324.5996351179123,755.7858255439759
2000,3,21,12,248.07549885754585,320.3878077755928,727.586631293869
2000,3,21,18,241.59963624248505,312.06758044738774,708.6304276865006
2000,3,22,0,243.95512608585358,308.7432884759903,697.0035897161484
2000,3,22,6,255.43069607462886,313.5194028118134,724.709929542923
2000,3,22,12,398.0627628190995,320.7510327964783,923.8465569599152
2000,3,22,18,947.7602011444093,370.650337202549,1720.8812733875275
2000,3,23,0,1284.8303262283325,541.8660576524735,2394.1769959129333
2000,3,23,6,958.1675999347688,594.6290301439286,2163.2220587387087
2000,3,23,12,698.0951844659805,526.6836222454072,1748.9933071041107
2000,3,23,18,547.422945809269,470.42375433034897,1518.8923276145936
2000,3,24,0,439.7177517372132,433.01922224912647,1377.9071335552217
2000,3,24,6,408.66317436742787,407.9848175412178,1274.0974562648773
2000,3,24,12,369.45245240488055,397.93801683139804,1164.8393699825288
2000,3,24,18,365.8878964280129,385.6129515886307,1072.0067333929062
2000,3,25,0,392.90008410778046,375.6092933221817,1016.6005874114991
2000,3,25,6,376.32594285573964,366.56945273284913,975.6197118005753
2000,3,25,12,357.33680145788196,361.1169686154366,922.2918797773361
2000,3,25,18,340.7308338131905,355.40916610364917,871.2269211109162
2000,3,26,0,326.0513227674484,345.72410855093005,826.4332099817276
2000,3,26,6,308.7312314933777,337.0495137058258,795.5442308898927
2000,3,26,12,294.92996049118045,333.5659550562859,759.834344761467
2000,3,26,18,287.84567491693497,330.43417066202164,732.5264242204667
2000,3,27,0,287.48780481290817,329.0981357451439,717.0393984481811
2000,3,27,6,291.6260778255463,324.99946891002656,722.9921799865723
2000,3,27,12,292.612426567936,322.088212789917,719.9154266246796
2000,3,27,18,310.83608428478243,321.6643660687447,765.365940197754
2000,3,28,0,357.3337030154228,333.0835073581696,932.0306885709763
