year,month,day,flow_cfs,Source
2014,6,5,4460,USGS_12210700
2014,6,6,4060,USGS_12210700
2014,6,7,3970,USGS_12210700
2014,6,8,3820,USGS_12210700
2014,6,9,4170,USGS_12210700
2014,6,10,4070,USGS_12210700
2014,6,11,3470,USGS_12210700
2014,6,12,3560,USGS_12210700
2014,6,13,4610,USGS_12210700
2014,6,14,4250,USGS_12210700
2014,6,15,3720,USGS_12210700
2014,6,16,3670,USGS_12210700
2014,6,17,3220,USGS_12210700
2014,6,18,3220,USGS_12210700
2014,6,19,3230,USGS_12210700
2014,6,20,3910,USGS_12210700
2014,6,21,3510,USGS_12210700
2014,6,22,3210,USGS_12210700
2014,6,23,3470,USGS_12210700
2014,6,24,3920,USGS_12210700
2014,6,25,3750,USGS_12210700
2014,6,26,3700,USGS_12210700
2014,6,27,3830,USGS_12210700
2014,6,28,5320,USGS_12210700
2014,6,29,6880,USGS_12210700
2014,6,30,5130,USGS_12210700
2014,7,1,4360,USGS_12210700
2014,7,2,4650,USGS_12210700
2014,7,3,4540,USGS_12210700
2014,7,4,3750,USGS_12210700
2014,7,5,3470,USGS_12210700
2014,7,6,3580,USGS_12210700
2014,7,7,3790,USGS_12210700
2014,7,8,3880,USGS_12210700
2014,7,9,3860,USGS_12210700
2014,7,10,3610,USGS_12210700
2014,7,11,3380,USGS_12210700
2014,7,12,3510,USGS_12210700
2014,7,13,3690,USGS_12210700
2014,7,14,3790,USGS_12210700
2014,7,15,3850,USGS_12210700
2014,7,16,3610,USGS_12210700
2014,7,17,3280,USGS_12210700
2014,7,18,2940,USGS_12210700
2014,7,19,3660,USGS_12210700
2014,7,20,4360,USGS_12210700
2014,7,21,3070,USGS_12210700
2014,7,22,2590,USGS_12210700
2014,7,23,3110,USGS_12210700
2014,7,24,5820,USGS_12210700
2014,7,25,4190,USGS_12210700
2014,7,26,3020,USGS_12210700
2014,7,27,2700,USGS_12210700
2014,7,28,2610,USGS_12210700
2014,7,29,2620,USGS_12210700
2014,7,30,2560,USGS_12210700
2014,7,31,2460,USGS_12210700
2014,8,1,2380,USGS_12210700
2014,8,2,2380,USGS_12210700
2014,8,3,2310,USGS_12210700
2014,8,4,2230,USGS_12210700
2014,8,5,2200,USGS_12210700
2014,8,6,2120,USGS_12210700
2014,8,7,2010,USGS_12210700
2014,8,8,1880,USGS_12210700
2014,8,9,1770,USGS_12210700
2014,8,10,1740,USGS_12210700
2014,8,11,1840,USGS_12210700
2014,8,12,2130,USGS_12210700
2014,8,13,3010,USGS_12210700
2014,8,14,2540,USGS_12210700
2014,8,15,2550,USGS_12210700
